"﻿""id""",year,component,bug_class,affected_function,trigger,poc,fix_commit,fixed_in,alloc_arena,verdict,evidence,source,notes
CVE-2008-3143,2008,Include/pymem.h,integer-overflow,PyAPI_FUNC,an oversized or overflowing length/size argument,,83ac0144fa3041556aa4f3952ebd979e0189a19c,v2.5.3; v2.6.7; v2.7.2; v3.2.4,obmalloc-pool,blind,read-the-source,https://github.com/python/cpython/commit/83ac0144fa3041556aa4f3952ebd979e0189a19c | https://python-security.readthedocs.io/vuln/multiple-integer-overflows-google.html,"The Google-contributed integer-overflow audit: 21 files across Modules/, Objects/, Parser/ and Python/ gained allocation-size overflow checks. || WHY THIS ARENA: PyObject_Malloc and PyMem_Malloc are both wired to pymalloc in the default GIL build (Objects/obmalloc.c:436-439; --with-pymalloc defaults to yes, configure.ac:5297-5305). pymalloc_alloc (obmalloc.c:2493-2536) carves the block out of a pool inside an arena (16 KiB / 1 MiB on 64-bit with the radix tree; 4 KiB / 256 KiB otherwise, pycore_obmalloc.h:194-241). pymalloc_free (obmalloc.c:2765-2818) writes only the free-list link into the dead block and returns it to pool->freeblock. The block is NEVER passed to libc free at all: the arena itself is obtained by mmap and released by munmap in _PyMem_ArenaFree (obmalloc.c:682-708; plain free() is only the fallback for platforms with neither mmap nor VirtualAlloc), and even that happens only when a whole arena has emptied AND it is not the last one (obmalloc.c:2643). So a checker hooking malloc/free sees neither the object nor the arena. Threshold caveats: the window is 1..512 requested bytes (obmalloc.c:2504-2509), which under Py_DEBUG / PYTHONMALLOC=debug / -X dev becomes 1..488 because the debug wrapper adds 24 bytes (obmalloc.c:2986,3086); and the GC pre-header counts against it, so the object-size ceiling is 496 for a GC type and 480 for an ordinary class instance (Python/gc.c:2012-2013, pycore_object.h:850-858). || allocation site: memory obtained via PyMem_Realloc in Include/pymem.h (pymalloc domain, obmalloc.c:843-844) || ADVISORY: The Google-contributed integer-overflow audit: 21 files across Modules/, Objects/, Parser/ and Python/ gained allocation-size overflow checks. || affected: Python before 2.5.2 || issue: bpo-2620 || size-dependency: this object is in a pool while the allocation is <=512 bytes; the same call falls through to PyMem_RawMalloc above that (obmalloc.c:2507,2549)."
cpython-c682614df098,2008,Modules/_ctypes/_ctypes.c,null-deref,CFuncPtr_call,a zero-length or absent value on a path that assumed one existed,regression test added in the fix: Lib/ctypes/test/test_funcptr.py,c682614df098700c689eabb47c6857f244e85bed,v2.6.1; v2.7.1; v3.2.4; v3.3.1,obmalloc-pool,blind,read-the-source,https://github.com/python/cpython/commit/c682614df098700c689eabb47c6857f244e85bed,"Raise an error instead of crashing with a segfault when a NULL function pointer is called. || WHY THIS ARENA: PyObject_Malloc and PyMem_Malloc are both wired to pymalloc in the default GIL build (Objects/obmalloc.c:436-439; --with-pymalloc defaults to yes, configure.ac:5297-5305). pymalloc_alloc (obmalloc.c:2493-2536) carves the block out of a pool inside an arena (16 KiB / 1 MiB on 64-bit with the radix tree; 4 KiB / 256 KiB otherwise, pycore_obmalloc.h:194-241). pymalloc_free (obmalloc.c:2765-2818) writes only the free-list link into the dead block and returns it to pool->freeblock. The block is NEVER passed to libc free at all: the arena itself is obtained by mmap and released by munmap in _PyMem_ArenaFree (obmalloc.c:682-708; plain free() is only the fallback for platforms with neither mmap nor VirtualAlloc), and even that happens only when a whole arena has emptied AND it is not the last one (obmalloc.c:2643). So a checker hooking malloc/free sees neither the object nor the arena. Threshold caveats: the window is 1..512 requested bytes (obmalloc.c:2504-2509), which under Py_DEBUG / PYTHONMALLOC=debug / -X dev becomes 1..488 because the debug wrapper adds 24 bytes (obmalloc.c:2986,3086); and the GC pre-header counts against it, so the object-size ceiling is 496 for a GC type and 480 for an ordinary class instance (Python/gc.c:2012-2013, pycore_object.h:850-858). || allocation site: CFuncPtrObject instance; default tp_alloc is PyType_GenericAlloc -> _PyType_AllocNoTrack -> _PyObject_MallocWithType -> PyObject_Malloc (Objects/typeobject.c) || size-dependency: this object is in a pool while the allocation is <=512 bytes; the same call falls through to PyMem_RawMalloc above that (obmalloc.c:2507,2549)."
cpython-8c2b7dc46360,2008,Modules/_hashopenssl.c,integer-overflow,EVP_update,an oversized or overflowing length/size argument,regression test added in the fix: Lib/test/test_hashlib.py,8c2b7dc46360f5610e25476c4dc0680ea3b06234,v2.6.1; v2.7.1; v3.2.4; v3.3.1,system-malloc,caught,read-the-source,https://github.com/python/cpython/commit/8c2b7dc46360f5610e25476c4dc0680ea3b06234,"fix possible integer overflows in _hashopenssl #3886 || WHY THIS ARENA: Obtained through the raw domain, which obmalloc.c:840 wires to libc MALLOC_ALLOC (PyMem_RawMalloc/PyMem_RawFree), or by mmap; allocation and release are visible per object. || allocation site: OpenSSL object. OpenSSL allocates with CRYPTO_malloc on the plain libc heap and CPython installs no CRYPTO_set_mem_functions, so malloc and free are reached once per object.  [symbol: EVP_DigestUpdate]"
cpython-c610afbca4fd,2008,Modules/_hashopenssl.c,integer-overflow,EVP_update,an oversized or overflowing length/size argument,regression test added in the fix: Lib/test/test_hashlib.py,c610afbca4fdd3e70b804f92b798ffdbc3fcf1bb,v2.5.3; v2.6.7; v2.7.2; v3.2.4,system-malloc,caught,read-the-source,https://github.com/python/cpython/commit/c610afbca4fdd3e70b804f92b798ffdbc3fcf1bb,"backport r66496: integer overflow in _hashopenssl #3886 || WHY THIS ARENA: Obtained through the raw domain, which obmalloc.c:840 wires to libc MALLOC_ALLOC (PyMem_RawMalloc/PyMem_RawFree), or by mmap; allocation and release are visible per object. || allocation site: OpenSSL object. OpenSSL allocates with CRYPTO_malloc on the plain libc heap and CPython installs no CRYPTO_set_mem_functions, so malloc and free are reached once per object.  [symbol: EVP_DigestUpdate]"
cpython-5bacec1864d3,2008,Modules/_localemodule.c,heap-buffer-overflow-write,str2uni,an oversized or overflowing length/size argument,,5bacec1864d35297b19ec8e6de99f758ee12e0e2,v2.7.4; v3.0.1; v3.1.1; v3.2.1,obmalloc-pool,blind,read-the-source,https://github.com/python/cpython/commit/5bacec1864d35297b19ec8e6de99f758ee12e0e2,"Fix another buffer overflow. || WHY THIS ARENA: PyObject_Malloc and PyMem_Malloc are both wired to pymalloc in the default GIL build (Objects/obmalloc.c:436-439; --with-pymalloc defaults to yes, configure.ac:5297-5305). pymalloc_alloc (obmalloc.c:2493-2536) carves the block out of a pool inside an arena (16 KiB / 1 MiB on 64-bit with the radix tree; 4 KiB / 256 KiB otherwise, pycore_obmalloc.h:194-241). pymalloc_free (obmalloc.c:2765-2818) writes only the free-list link into the dead block and returns it to pool->freeblock. The block is NEVER passed to libc free at all: the arena itself is obtained by mmap and released by munmap in _PyMem_ArenaFree (obmalloc.c:682-708; plain free() is only the fallback for platforms with neither mmap nor VirtualAlloc), and even that happens only when a whole arena has emptied AND it is not the last one (obmalloc.c:2643). So a checker hooking malloc/free sees neither the object nor the arena. Threshold caveats: the window is 1..512 requested bytes (obmalloc.c:2504-2509), which under Py_DEBUG / PYTHONMALLOC=debug / -X dev becomes 1..488 because the debug wrapper adds 24 bytes (obmalloc.c:2986,3086); and the GC pre-header counts against it, so the object-size ceiling is 496 for a GC type and 480 for an ordinary class instance (Python/gc.c:2012-2013, pycore_object.h:850-858). || allocation site: every heap allocation in Modules/_localemodule.c is in the pymalloc domain (4 sites, e.g. Modules/_localemodule.c:467  buf = PyMem_New(wchar_t, n2+1);) || size-dependency: this object is in a pool while the allocation is <=512 bytes; the same call falls through to PyMem_RawMalloc above that (obmalloc.c:2507,2549)."
cpython-6b41a8e156d7,2008,Modules/_localemodule.c,crash-unclassified,PyIntl_dcgettext,a zero-length or absent value on a path that assumed one existed,,6b41a8e156d7c38947a082016ffb58de8d2485ce,v2.6.1; v2.7.1; v3.2.4; v3.3.1,obmalloc-pool,blind,read-the-source,https://github.com/python/cpython/commit/6b41a8e156d7c38947a082016ffb58de8d2485ce,"#3302: fix segfaults when passing None for arguments that can't be NULL for the C functions. || WHY THIS ARENA: PyObject_Malloc and PyMem_Malloc are both wired to pymalloc in the default GIL build (Objects/obmalloc.c:436-439; --with-pymalloc defaults to yes, configure.ac:5297-5305). pymalloc_alloc (obmalloc.c:2493-2536) carves the block out of a pool inside an arena (16 KiB / 1 MiB on 64-bit with the radix tree; 4 KiB / 256 KiB otherwise, pycore_obmalloc.h:194-241). pymalloc_free (obmalloc.c:2765-2818) writes only the free-list link into the dead block and returns it to pool->freeblock. The block is NEVER passed to libc free at all: the arena itself is obtained by mmap and released by munmap in _PyMem_ArenaFree (obmalloc.c:682-708; plain free() is only the fallback for platforms with neither mmap nor VirtualAlloc), and even that happens only when a whole arena has emptied AND it is not the last one (obmalloc.c:2643). So a checker hooking malloc/free sees neither the object nor the arena. Threshold caveats: the window is 1..512 requested bytes (obmalloc.c:2504-2509), which under Py_DEBUG / PYTHONMALLOC=debug / -X dev becomes 1..488 because the debug wrapper adds 24 bytes (obmalloc.c:2986,3086); and the GC pre-header counts against it, so the object-size ceiling is 496 for a GC type and 480 for an ordinary class instance (Python/gc.c:2012-2013, pycore_object.h:850-858). || allocation site: PyObject instance; default tp_alloc is PyType_GenericAlloc -> _PyType_AllocNoTrack -> _PyObject_MallocWithType -> PyObject_Malloc (Objects/typeobject.c) || size-dependency: this object is in a pool while the allocation is <=512 bytes; the same call falls through to PyMem_RawMalloc above that (obmalloc.c:2507,2549)."
cpython-1299e36a70d6,2008,Modules/_multiprocessing/pipe_connection.c,memory-corruption,conn_recv_string,malformed or hostile input data,,1299e36a70d6bcd5e2874f855c47be5890030b76,v2.6.1; v2.7.1; v3.2.4; v3.3.1,obmalloc-pool,blind,read-the-source,https://github.com/python/cpython/commit/1299e36a70d6bcd5e2874f855c47be5890030b76,"Submit fix for issue3393: Memory corruption in multiprocessing module || WHY THIS ARENA: PyObject_Malloc and PyMem_Malloc are both wired to pymalloc in the default GIL build (Objects/obmalloc.c:436-439; --with-pymalloc defaults to yes, configure.ac:5297-5305). pymalloc_alloc (obmalloc.c:2493-2536) carves the block out of a pool inside an arena (16 KiB / 1 MiB on 64-bit with the radix tree; 4 KiB / 256 KiB otherwise, pycore_obmalloc.h:194-241). pymalloc_free (obmalloc.c:2765-2818) writes only the free-list link into the dead block and returns it to pool->freeblock. The block is NEVER passed to libc free at all: the arena itself is obtained by mmap and released by munmap in _PyMem_ArenaFree (obmalloc.c:682-708; plain free() is only the fallback for platforms with neither mmap nor VirtualAlloc), and even that happens only when a whole arena has emptied AND it is not the last one (obmalloc.c:2643). So a checker hooking malloc/free sees neither the object nor the arena. Threshold caveats: the window is 1..512 requested bytes (obmalloc.c:2504-2509), which under Py_DEBUG / PYTHONMALLOC=debug / -X dev becomes 1..488 because the debug wrapper adds 24 bytes (obmalloc.c:2986,3086); and the GC pre-header counts against it, so the object-size ceiling is 496 for a GC type and 480 for an ordinary class instance (Python/gc.c:2012-2013, pycore_object.h:850-858). || allocation site: ConnectionObject instance; default tp_alloc is PyType_GenericAlloc -> _PyType_AllocNoTrack -> _PyObject_MallocWithType -> PyObject_Malloc (Objects/typeobject.c) || size-dependency: this object is in a pool while the allocation is <=512 bytes; the same call falls through to PyMem_RawMalloc above that (obmalloc.c:2507,2549)."
bpo-4313,2008,Modules/_tkinter.c,crash-unclassified,PythonCmd,,,de60347b666a96ec3677c93576e8d97d56cf0c6e,v2.7.4; v3.0.1; v3.1.1; v3.2.1,system-malloc,caught,read-the-source,https://github.com/python/cpython/commit/de60347b666a96ec3677c93576e8d97d56cf0c6e,"Issue #4313: Fixed segfault on IDLE exit. Reverted r57540 and reopened Issue #1028. || WHY THIS ARENA: Obtained through the raw domain, which obmalloc.c:840 wires to libc MALLOC_ALLOC (PyMem_RawMalloc/PyMem_RawFree), or by mmap; allocation and release are visible per object. || allocation site: Tcl/Tk object from Tcl's own allocator, entirely outside obmalloc.  [symbol: Tcl_Interp]"
cpython-73c01d410117,2008,Modules/audioop.c,integer-overflow,audioop_tostereo,an oversized or overflowing length/size argument,regression test added in the fix: Lib/test/test_array.py; Lib/test/test_struct.py,73c01d410117a573731e6c2afc9694005f8d11aa,v2.5.2; v2.6.7; v2.7.2; v3.2.4,obmalloc-pool,blind,read-the-source,https://github.com/python/cpython/commit/73c01d410117a573731e6c2afc9694005f8d11aa,"Added checks for integer overflows, contributed by Google. Some are only available if asserts are left in the code, in cases where they can't be triggered from Python code. || WHY THIS ARENA: PyObject_Malloc and PyMem_Malloc are both wired to pymalloc in the default GIL build (Objects/obmalloc.c:436-439; --with-pymalloc defaults to yes, configure.ac:5297-5305). pymalloc_alloc (obmalloc.c:2493-2536) carves the block out of a pool inside an arena (16 KiB / 1 MiB on 64-bit with the radix tree; 4 KiB / 256 KiB otherwise, pycore_obmalloc.h:194-241). pymalloc_free (obmalloc.c:2765-2818) writes only the free-list link into the dead block and returns it to pool->freeblock. The block is NEVER passed to libc free at all: the arena itself is obtained by mmap and released by munmap in _PyMem_ArenaFree (obmalloc.c:682-708; plain free() is only the fallback for platforms with neither mmap nor VirtualAlloc), and even that happens only when a whole arena has emptied AND it is not the last one (obmalloc.c:2643). So a checker hooking malloc/free sees neither the object nor the arena. Threshold caveats: the window is 1..512 requested bytes (obmalloc.c:2504-2509), which under Py_DEBUG / PYTHONMALLOC=debug / -X dev becomes 1..488 because the debug wrapper adds 24 bytes (obmalloc.c:2986,3086); and the GC pre-header counts against it, so the object-size ceiling is 496 for a GC type and 480 for an ordinary class instance (Python/gc.c:2012-2013, pycore_object.h:850-858). || allocation site: PyObject instance; default tp_alloc is PyType_GenericAlloc -> _PyType_AllocNoTrack -> _PyObject_MallocWithType -> PyObject_Malloc (Objects/typeobject.c) || size-dependency: this object is in a pool while the allocation is <=512 bytes; the same call falls through to PyMem_RawMalloc above that (obmalloc.c:2507,2549)."
CVE-2010-1450,2008,Modules/imageop.c,integer-overflow,imageop_crop,an oversized or overflowing length/size argument,,4df1b6d478020ac51c84467f47e42083f53adbad,v2.5.3; v2.6.7; v2.7.2; v3.2.4,obmalloc-pool,blind,read-the-source,https://github.com/python/cpython/commit/4df1b6d478020ac51c84467f47e42083f53adbad | https://python-security.readthedocs.io/vuln/rgbimg-imageop-overflows.html,"Issue 1179: [CVE-2007-4965] Integer overflow in imageop module. Also fixes rgbimg module (just before it is removed from 2.6). || WHY THIS ARENA: PyObject_Malloc and PyMem_Malloc are both wired to pymalloc in the default GIL build (Objects/obmalloc.c:436-439; --with-pymalloc defaults to yes, configure.ac:5297-5305). pymalloc_alloc (obmalloc.c:2493-2536) carves the block out of a pool inside an arena (16 KiB / 1 MiB on 64-bit with the radix tree; 4 KiB / 256 KiB otherwise, pycore_obmalloc.h:194-241). pymalloc_free (obmalloc.c:2765-2818) writes only the free-list link into the dead block and returns it to pool->freeblock. The block is NEVER passed to libc free at all: the arena itself is obtained by mmap and released by munmap in _PyMem_ArenaFree (obmalloc.c:682-708; plain free() is only the fallback for platforms with neither mmap nor VirtualAlloc), and even that happens only when a whole arena has emptied AND it is not the last one (obmalloc.c:2643). So a checker hooking malloc/free sees neither the object nor the arena. Threshold caveats: the window is 1..512 requested bytes (obmalloc.c:2504-2509), which under Py_DEBUG / PYTHONMALLOC=debug / -X dev becomes 1..488 because the debug wrapper adds 24 bytes (obmalloc.c:2986,3086); and the GC pre-header counts against it, so the object-size ceiling is 496 for a GC type and 480 for an ordinary class instance (Python/gc.c:2012-2013, pycore_object.h:850-858). || allocation site: PyObject instance; default tp_alloc is PyType_GenericAlloc -> _PyType_AllocNoTrack -> _PyObject_MallocWithType -> PyObject_Malloc (Objects/typeobject.c) || ADVISORY: Multiple buffer overflows in the rgbimg RLE decoder reached through longimagedata() and expandrow(). || affected: Python 2.5 || issue: bpo-1179 || size-dependency: this object is in a pool while the allocation is <=512 bytes; the same call falls through to PyMem_RawMalloc above that (obmalloc.c:2507,2549)."
bpo-1179,2008,Modules/imageop.c,integer-overflow,imageop_crop,an oversized or overflowing length/size argument,,8ad5f451e2638409d2055af68e0e06de68ac1a3c,v2.4.6,obmalloc-pool,blind,read-the-source,https://github.com/python/cpython/commit/8ad5f451e2638409d2055af68e0e06de68ac1a3c,"- Issue #1179: Fix CVE-2007-4965 and CVE-2008-1679, multiple integer   overflows in the imageop and rgbimgmodule modules. || WHY THIS ARENA: PyObject_Malloc and PyMem_Malloc are both wired to pymalloc in the default GIL build (Objects/obmalloc.c:436-439; --with-pymalloc defaults to yes, configure.ac:5297-5305). pymalloc_alloc (obmalloc.c:2493-2536) carves the block out of a pool inside an arena (16 KiB / 1 MiB on 64-bit with the radix tree; 4 KiB / 256 KiB otherwise, pycore_obmalloc.h:194-241). pymalloc_free (obmalloc.c:2765-2818) writes only the free-list link into the dead block and returns it to pool->freeblock. The block is NEVER passed to libc free at all: the arena itself is obtained by mmap and released by munmap in _PyMem_ArenaFree (obmalloc.c:682-708; plain free() is only the fallback for platforms with neither mmap nor VirtualAlloc), and even that happens only when a whole arena has emptied AND it is not the last one (obmalloc.c:2643). So a checker hooking malloc/free sees neither the object nor the arena. Threshold caveats: the window is 1..512 requested bytes (obmalloc.c:2504-2509), which under Py_DEBUG / PYTHONMALLOC=debug / -X dev becomes 1..488 because the debug wrapper adds 24 bytes (obmalloc.c:2986,3086); and the GC pre-header counts against it, so the object-size ceiling is 496 for a GC type and 480 for an ordinary class instance (Python/gc.c:2012-2013, pycore_object.h:850-858). || allocation site: PyObject instance; default tp_alloc is PyType_GenericAlloc -> _PyType_AllocNoTrack -> _PyObject_MallocWithType -> PyObject_Malloc (Objects/typeobject.c) || size-dependency: this object is in a pool while the allocation is <=512 bytes; the same call falls through to PyMem_RawMalloc above that (obmalloc.c:2507,2549)."
cpython-3a87f93c42d0,2008,Modules/imageop.c,crash-unclassified,imageop_crop,an oversized or overflowing length/size argument,regression test added in the fix: Lib/test/test_imageop.py,3a87f93c42d0ca5b3af56076ba023eebe33cf29e,v2.4.6,obmalloc-pool,blind,read-the-source,https://github.com/python/cpython/commit/3a87f93c42d0ca5b3af56076ba023eebe33cf29e,"- Security Issue #2: imageop did not validate arguments correctly and could   segfault as a result. CVE-2008-4864. || WHY THIS ARENA: PyObject_Malloc and PyMem_Malloc are both wired to pymalloc in the default GIL build (Objects/obmalloc.c:436-439; --with-pymalloc defaults to yes, configure.ac:5297-5305). pymalloc_alloc (obmalloc.c:2493-2536) carves the block out of a pool inside an arena (16 KiB / 1 MiB on 64-bit with the radix tree; 4 KiB / 256 KiB otherwise, pycore_obmalloc.h:194-241). pymalloc_free (obmalloc.c:2765-2818) writes only the free-list link into the dead block and returns it to pool->freeblock. The block is NEVER passed to libc free at all: the arena itself is obtained by mmap and released by munmap in _PyMem_ArenaFree (obmalloc.c:682-708; plain free() is only the fallback for platforms with neither mmap nor VirtualAlloc), and even that happens only when a whole arena has emptied AND it is not the last one (obmalloc.c:2643). So a checker hooking malloc/free sees neither the object nor the arena. Threshold caveats: the window is 1..512 requested bytes (obmalloc.c:2504-2509), which under Py_DEBUG / PYTHONMALLOC=debug / -X dev becomes 1..488 because the debug wrapper adds 24 bytes (obmalloc.c:2986,3086); and the GC pre-header counts against it, so the object-size ceiling is 496 for a GC type and 480 for an ordinary class instance (Python/gc.c:2012-2013, pycore_object.h:850-858). || allocation site: PyObject instance; default tp_alloc is PyType_GenericAlloc -> _PyType_AllocNoTrack -> _PyObject_MallocWithType -> PyObject_Malloc (Objects/typeobject.c) || size-dependency: this object is in a pool while the allocation is <=512 bytes; the same call falls through to PyMem_RawMalloc above that (obmalloc.c:2507,2549)."
cpython-833beab0e6e5,2008,Modules/imageop.c,crash-unclassified,imageop_crop,an oversized or overflowing length/size argument,regression test added in the fix: Lib/test/test_imageop.py,833beab0e6e55aa0486d7c62acbeb7162da73bad,v2.5.3; v2.6.7; v2.7.2; v3.2.4,obmalloc-pool,blind,read-the-source,https://github.com/python/cpython/commit/833beab0e6e55aa0486d7c62acbeb7162da73bad,"backport r66689: imageop could segfault due to poor argument validation || WHY THIS ARENA: PyObject_Malloc and PyMem_Malloc are both wired to pymalloc in the default GIL build (Objects/obmalloc.c:436-439; --with-pymalloc defaults to yes, configure.ac:5297-5305). pymalloc_alloc (obmalloc.c:2493-2536) carves the block out of a pool inside an arena (16 KiB / 1 MiB on 64-bit with the radix tree; 4 KiB / 256 KiB otherwise, pycore_obmalloc.h:194-241). pymalloc_free (obmalloc.c:2765-2818) writes only the free-list link into the dead block and returns it to pool->freeblock. The block is NEVER passed to libc free at all: the arena itself is obtained by mmap and released by munmap in _PyMem_ArenaFree (obmalloc.c:682-708; plain free() is only the fallback for platforms with neither mmap nor VirtualAlloc), and even that happens only when a whole arena has emptied AND it is not the last one (obmalloc.c:2643). So a checker hooking malloc/free sees neither the object nor the arena. Threshold caveats: the window is 1..512 requested bytes (obmalloc.c:2504-2509), which under Py_DEBUG / PYTHONMALLOC=debug / -X dev becomes 1..488 because the debug wrapper adds 24 bytes (obmalloc.c:2986,3086); and the GC pre-header counts against it, so the object-size ceiling is 496 for a GC type and 480 for an ordinary class instance (Python/gc.c:2012-2013, pycore_object.h:850-858). || allocation site: PyObject instance; default tp_alloc is PyType_GenericAlloc -> _PyType_AllocNoTrack -> _PyObject_MallocWithType -> PyObject_Malloc (Objects/typeobject.c) || size-dependency: this object is in a pool while the allocation is <=512 bytes; the same call falls through to PyMem_RawMalloc above that (obmalloc.c:2507,2549)."
cpython-8d77d448a53e,2008,Modules/imageop.c,crash-unclassified,imageop_crop,an oversized or overflowing length/size argument,regression test added in the fix: Lib/test/test_imageop.py,8d77d448a53ed9d0607f1ad226056eb8ee8a48f8,v2.6.1; v2.7.1; v3.2.4; v3.3.1,obmalloc-pool,blind,read-the-source,https://github.com/python/cpython/commit/8d77d448a53ed9d0607f1ad226056eb8ee8a48f8,"fix security issue 2: imageop's poor validation of arguments could result in segfaults || WHY THIS ARENA: PyObject_Malloc and PyMem_Malloc are both wired to pymalloc in the default GIL build (Objects/obmalloc.c:436-439; --with-pymalloc defaults to yes, configure.ac:5297-5305). pymalloc_alloc (obmalloc.c:2493-2536) carves the block out of a pool inside an arena (16 KiB / 1 MiB on 64-bit with the radix tree; 4 KiB / 256 KiB otherwise, pycore_obmalloc.h:194-241). pymalloc_free (obmalloc.c:2765-2818) writes only the free-list link into the dead block and returns it to pool->freeblock. The block is NEVER passed to libc free at all: the arena itself is obtained by mmap and released by munmap in _PyMem_ArenaFree (obmalloc.c:682-708; plain free() is only the fallback for platforms with neither mmap nor VirtualAlloc), and even that happens only when a whole arena has emptied AND it is not the last one (obmalloc.c:2643). So a checker hooking malloc/free sees neither the object nor the arena. Threshold caveats: the window is 1..512 requested bytes (obmalloc.c:2504-2509), which under Py_DEBUG / PYTHONMALLOC=debug / -X dev becomes 1..488 because the debug wrapper adds 24 bytes (obmalloc.c:2986,3086); and the GC pre-header counts against it, so the object-size ceiling is 496 for a GC type and 480 for an ordinary class instance (Python/gc.c:2012-2013, pycore_object.h:850-858). || allocation site: PyObject instance; default tp_alloc is PyType_GenericAlloc -> _PyType_AllocNoTrack -> _PyObject_MallocWithType -> PyObject_Malloc (Objects/typeobject.c) || size-dependency: this object is in a pool while the allocation is <=512 bytes; the same call falls through to PyMem_RawMalloc above that (obmalloc.c:2507,2549)."
cpython-93ebfb154456,2008,Modules/imageop.c,integer-overflow,imageop_crop,an oversized or overflowing length/size argument,,93ebfb154456daa841aa223bd296422787b3074c,v2.6.1; v2.7.1; v3.2.4; v3.3.1,obmalloc-pool,blind,read-the-source,https://github.com/python/cpython/commit/93ebfb154456daa841aa223bd296422787b3074c,"Issue 1179: [CVE-2007-4965] Integer overflow in imageop module. || WHY THIS ARENA: PyObject_Malloc and PyMem_Malloc are both wired to pymalloc in the default GIL build (Objects/obmalloc.c:436-439; --with-pymalloc defaults to yes, configure.ac:5297-5305). pymalloc_alloc (obmalloc.c:2493-2536) carves the block out of a pool inside an arena (16 KiB / 1 MiB on 64-bit with the radix tree; 4 KiB / 256 KiB otherwise, pycore_obmalloc.h:194-241). pymalloc_free (obmalloc.c:2765-2818) writes only the free-list link into the dead block and returns it to pool->freeblock. The block is NEVER passed to libc free at all: the arena itself is obtained by mmap and released by munmap in _PyMem_ArenaFree (obmalloc.c:682-708; plain free() is only the fallback for platforms with neither mmap nor VirtualAlloc), and even that happens only when a whole arena has emptied AND it is not the last one (obmalloc.c:2643). So a checker hooking malloc/free sees neither the object nor the arena. Threshold caveats: the window is 1..512 requested bytes (obmalloc.c:2504-2509), which under Py_DEBUG / PYTHONMALLOC=debug / -X dev becomes 1..488 because the debug wrapper adds 24 bytes (obmalloc.c:2986,3086); and the GC pre-header counts against it, so the object-size ceiling is 496 for a GC type and 480 for an ordinary class instance (Python/gc.c:2012-2013, pycore_object.h:850-858). || allocation site: PyObject instance; default tp_alloc is PyType_GenericAlloc -> _PyType_AllocNoTrack -> _PyObject_MallocWithType -> PyObject_Malloc (Objects/typeobject.c) || size-dependency: this object is in a pool while the allocation is <=512 bytes; the same call falls through to PyMem_RawMalloc above that (obmalloc.c:2507,2549)."
cpython-5212da1b9682,2008,Modules/mmapmodule.c,crash-unclassified,new_mmap_object,,regression test added in the fix: Lib/test/test_mmap.py,5212da1b9682fc458f699d279440d5f219605c39,v2.5.3; v2.6.7; v2.7.2; v3.2.4,obmalloc-pool,blind,read-the-source,https://github.com/python/cpython/commit/5212da1b9682fc458f699d279440d5f219605c39,"Patch #2111: Avoid mmap segfault when modifying a PROT_READ block. || WHY THIS ARENA: PyObject_Malloc and PyMem_Malloc are both wired to pymalloc in the default GIL build (Objects/obmalloc.c:436-439; --with-pymalloc defaults to yes, configure.ac:5297-5305). pymalloc_alloc (obmalloc.c:2493-2536) carves the block out of a pool inside an arena (16 KiB / 1 MiB on 64-bit with the radix tree; 4 KiB / 256 KiB otherwise, pycore_obmalloc.h:194-241). pymalloc_free (obmalloc.c:2765-2818) writes only the free-list link into the dead block and returns it to pool->freeblock. The block is NEVER passed to libc free at all: the arena itself is obtained by mmap and released by munmap in _PyMem_ArenaFree (obmalloc.c:682-708; plain free() is only the fallback for platforms with neither mmap nor VirtualAlloc), and even that happens only when a whole arena has emptied AND it is not the last one (obmalloc.c:2643). So a checker hooking malloc/free sees neither the object nor the arena. Threshold caveats: the window is 1..512 requested bytes (obmalloc.c:2504-2509), which under Py_DEBUG / PYTHONMALLOC=debug / -X dev becomes 1..488 because the debug wrapper adds 24 bytes (obmalloc.c:2986,3086); and the GC pre-header counts against it, so the object-size ceiling is 496 for a GC type and 480 for an ordinary class instance (Python/gc.c:2012-2013, pycore_object.h:850-858). || allocation site: PyObject instance; default tp_alloc is PyType_GenericAlloc -> _PyType_AllocNoTrack -> _PyObject_MallocWithType -> PyObject_Malloc (Objects/typeobject.c) || size-dependency: this object is in a pool while the allocation is <=512 bytes; the same call falls through to PyMem_RawMalloc above that (obmalloc.c:2507,2549)."
